,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
485,2021-12-03T00:00:00.000Z,161.84,164.96,159.72,164.02,118023116,158.3810889292,161.4344070055,156.3063984415,160.5144970722,118023116,0.0,1.0
486,2021-12-06T00:00:00.000Z,165.32,167.8799,164.28,164.29,107496982,161.7867129373,164.2919017012,160.7689402453,160.7787265211,107496982,0.0,1.0
487,2021-12-07T00:00:00.000Z,171.18,171.58,168.34,169.08,120405352,167.5214706062,167.9129216416,164.7421682547,165.4663526702,120405352,0.0,1.0
488,2021-12-08T00:00:00.000Z,175.08,175.96,170.7,172.125,116998901,171.3381182015,172.1993104794,167.0517293637,168.4462736773,116998901,0.0,1.0
489,2021-12-09T00:00:00.000Z,174.56,176.75,173.92,174.91,108923739,170.8292318554,172.9724262743,170.2029101988,171.1717515114,108923739,0.0,1.0
490,2021-12-10T00:00:00.000Z,179.45,179.63,174.69,175.205,115402731,175.6147207634,175.7908737293,170.956453442,171.46044665,115402731,0.0,1.0
491,2021-12-13T00:00:00.000Z,175.74,182.13,175.53,181.115,153237019,171.9840124099,178.2374427007,171.7785006163,177.2441356983,153237019,0.0,1.0
492,2021-12-14T00:00:00.000Z,174.33,177.74,172.21,175.25,139380382,170.6041475101,173.941267587,168.5294570224,171.5044848915,139380382,0.0,1.0
493,2021-12-15T00:00:00.000Z,179.3,179.5,172.3108,175.11,131063257,175.4679266251,175.6636521428,168.6281026833,171.3674770291,131063257,0.0,1.0
494,2021-12-16T00:00:00.000Z,172.26,181.14,170.75,179.28,150185843,168.5783884018,177.268601388,167.1006607431,175.4483540733,150185843,0.0,1.0
495,2021-12-17T00:00:00.000Z,171.14,173.47,169.69,169.93,195923441,167.4823255026,169.7625277839,166.0633154993,166.2981861205,195923441,0.0,1.0
496,2021-12-20T00:00:00.000Z,169.75,170.58,167.46,168.28,107499114,166.1220331546,166.9342940531,163.8809759768,164.6834505994,107499114,0.0,1.0
497,2021-12-21T00:00:00.000Z,172.99,173.2,169.12,171.555,91185905,169.2927865414,169.498298335,165.5054977738,167.8884559519,91185905,0.0,1.0
498,2021-12-22T00:00:00.000Z,175.64,175.86,172.15,173.04,92135303,171.8861496511,172.1014477205,168.4707393671,169.3417179209,92135303,0.0,1.0
499,2021-12-23T00:00:00.000Z,176.28,176.8499,175.27,175.85,68356567,172.5124713077,173.0701911704,171.5240574433,172.0916614447,68356567,0.0,1.0
500,2021-12-27T00:00:00.000Z,180.33,180.42,177.07,177.085,74919582,176.4759130413,176.5639895243,173.2855871027,173.3002665165,74919582,0.0,1.0
501,2021-12-28T00:00:00.000Z,179.29,181.33,178.53,180.16,79144339,175.4581403492,177.4545406299,174.7143833819,176.3095463513,79144339,0.0,1.0
502,2021-12-29T00:00:00.000Z,179.38,180.63,178.14,179.33,62348931,175.5462168322,176.7695013179,174.3327186224,175.4972854528,62348931,0.0,1.0
503,2021-12-30T00:00:00.000Z,178.2,180.57,178.09,179.47,59773014,174.3914362777,176.7107836626,174.283787243,175.6342933152,59773014,0.0,1.0
504,2021-12-31T00:00:00.000Z,177.57,179.23,177.26,178.085,61661433,173.7749008969,175.3994226939,173.4715263445,174.278894105,61661433,0.0,1.0
505,2022-01-03T00:00:00.000Z,182.01,182.88,177.71,177.83,104701220,178.1200073901,178.9714133921,173.9119087593,174.02934407,104701220,0.0,1.0
506,2022-01-04T00:00:00.000Z,179.7,182.94,179.12,182.63,99310438,175.8593776605,179.0301310474,175.2917736592,178.726756495,99310438,0.0,1.0
507,2022-01-05T00:00:00.000Z,174.92,180.17,174.64,179.61,94537602,171.1815377873,176.3193326271,170.9075220625,175.7713011776,94537602,0.0,1.0
508,2022-01-06T00:00:00.000Z,172.0,175.3,171.64,172.7,96903955,168.3239452288,171.553416271,167.9716392969,169.0089845408,96903955,0.0,1.0
